text,shares,likes,comments,label
Sample news article content 4217. This is synthetic text for training.,2806,1076,1286,FAKE
Sample news article content 4218. This is synthetic text for training.,703,7235,1029,REAL
Sample news article content 4219. This is synthetic text for training.,2544,6837,493,REAL
Sample news article content 4220. This is synthetic text for training.,2370,33,1916,FAKE
Sample news article content 4221. This is synthetic text for training.,3281,1841,1312,REAL
Sample news article content 4222. This is synthetic text for training.,4710,4481,1593,FAKE
Sample news article content 4223. This is synthetic text for training.,328,8440,1968,FAKE
Sample news article content 4224. This is synthetic text for training.,4228,1134,1680,REAL
Sample news article content 4225. This is synthetic text for training.,4930,7261,877,REAL
Sample news article content 4226. This is synthetic text for training.,120,5298,1577,FAKE
Sample news article content 4227. This is synthetic text for training.,964,7017,1373,REAL
Sample news article content 4228. This is synthetic text for training.,4224,7771,1223,REAL
Sample news article content 4229. This is synthetic text for training.,3675,8567,1959,REAL
Sample news article content 4230. This is synthetic text for training.,2076,8915,1709,FAKE
Sample news article content 4231. This is synthetic text for training.,332,1913,966,FAKE
Sample news article content 4232. This is synthetic text for training.,3368,4297,965,REAL
Sample news article content 4233. This is synthetic text for training.,1316,1942,963,REAL
Sample news article content 4234. This is synthetic text for training.,1196,4004,896,REAL
Sample news article content 4235. This is synthetic text for training.,3170,1331,1358,REAL
Sample news article content 4236. This is synthetic text for training.,1429,7890,1630,REAL
Sample news article content 4237. This is synthetic text for training.,355,4588,216,FAKE
Sample news article content 4238. This is synthetic text for training.,4234,337,622,REAL
Sample news article content 4239. This is synthetic text for training.,1526,7066,352,FAKE
Sample news article content 4240. This is synthetic text for training.,3897,7813,691,REAL
Sample news article content 4241. This is synthetic text for training.,28,8983,674,FAKE
Sample news article content 4242. This is synthetic text for training.,1013,3611,630,REAL
Sample news article content 4243. This is synthetic text for training.,2702,3700,324,FAKE
Sample news article content 4244. This is synthetic text for training.,827,9708,900,REAL
Sample news article content 4245. This is synthetic text for training.,4446,6118,1251,FAKE
Sample news article content 4246. This is synthetic text for training.,2024,7105,1168,FAKE
Sample news article content 4247. This is synthetic text for training.,298,2673,1972,FAKE
Sample news article content 4248. This is synthetic text for training.,1865,2122,307,FAKE
Sample news article content 4249. This is synthetic text for training.,4016,7082,653,FAKE
Sample news article content 4250. This is synthetic text for training.,2111,8250,1657,FAKE
Sample news article content 4251. This is synthetic text for training.,754,2062,284,REAL
Sample news article content 4252. This is synthetic text for training.,769,1254,391,FAKE
Sample news article content 4253. This is synthetic text for training.,3735,3688,1761,REAL
Sample news article content 4254. This is synthetic text for training.,1238,3748,359,REAL
Sample news article content 4255. This is synthetic text for training.,4929,6342,768,REAL
Sample news article content 4256. This is synthetic text for training.,2213,4130,796,REAL
Sample news article content 4257. This is synthetic text for training.,1906,4257,931,REAL
Sample news article content 4258. This is synthetic text for training.,1564,3029,1970,FAKE
Sample news article content 4259. This is synthetic text for training.,1218,2846,164,FAKE
Sample news article content 4260. This is synthetic text for training.,4601,8662,732,FAKE
Sample news article content 4261. This is synthetic text for training.,1357,4035,580,REAL
Sample news article content 4262. This is synthetic text for training.,3839,2899,820,FAKE
Sample news article content 4263. This is synthetic text for training.,1460,9638,1247,FAKE
Sample news article content 4264. This is synthetic text for training.,3985,4443,123,FAKE
Sample news article content 4265. This is synthetic text for training.,1416,4789,1971,FAKE
Sample news article content 4266. This is synthetic text for training.,2853,912,343,FAKE
Sample news article content 4267. This is synthetic text for training.,4856,4242,1874,REAL
Sample news article content 4268. This is synthetic text for training.,4928,7541,523,FAKE
Sample news article content 4269. This is synthetic text for training.,1428,1711,1075,REAL
Sample news article content 4270. This is synthetic text for training.,4378,8866,128,REAL
Sample news article content 4271. This is synthetic text for training.,4474,1439,1158,REAL
Sample news article content 4272. This is synthetic text for training.,4293,5613,656,REAL
Sample news article content 4273. This is synthetic text for training.,3062,3630,1150,REAL
Sample news article content 4274. This is synthetic text for training.,3071,5375,737,FAKE
Sample news article content 4275. This is synthetic text for training.,555,7103,938,FAKE
Sample news article content 4276. This is synthetic text for training.,355,8877,70,FAKE
Sample news article content 4277. This is synthetic text for training.,1563,9318,272,REAL
Sample news article content 4278. This is synthetic text for training.,3500,4216,1210,FAKE
Sample news article content 4279. This is synthetic text for training.,1040,2466,1026,FAKE
Sample news article content 4280. This is synthetic text for training.,2686,7824,1308,REAL
Sample news article content 4281. This is synthetic text for training.,4474,4124,21,REAL
Sample news article content 4282. This is synthetic text for training.,4775,965,165,REAL
Sample news article content 4283. This is synthetic text for training.,2553,6928,1333,REAL
Sample news article content 4284. This is synthetic text for training.,1779,6096,874,FAKE
Sample news article content 4285. This is synthetic text for training.,4994,6157,1500,REAL
Sample news article content 4286. This is synthetic text for training.,75,9111,497,REAL
Sample news article content 4287. This is synthetic text for training.,4326,8120,433,FAKE
Sample news article content 4288. This is synthetic text for training.,3319,1508,757,FAKE
Sample news article content 4289. This is synthetic text for training.,2349,9404,233,REAL
Sample news article content 4290. This is synthetic text for training.,2773,871,836,FAKE
Sample news article content 4291. This is synthetic text for training.,2262,863,1693,REAL
Sample news article content 4292. This is synthetic text for training.,3229,3055,662,REAL
Sample news article content 4293. This is synthetic text for training.,2116,5133,724,FAKE
Sample news article content 4294. This is synthetic text for training.,392,2682,375,FAKE
Sample news article content 4295. This is synthetic text for training.,1108,5278,729,REAL
Sample news article content 4296. This is synthetic text for training.,4362,5448,1269,REAL
Sample news article content 4297. This is synthetic text for training.,610,613,302,REAL
Sample news article content 4298. This is synthetic text for training.,2775,1872,404,FAKE
Sample news article content 4299. This is synthetic text for training.,3998,7723,1811,REAL
Sample news article content 4300. This is synthetic text for training.,672,7189,1686,REAL
Sample news article content 4301. This is synthetic text for training.,3677,5386,707,REAL
